fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
11.5,2013-11-28 17:33:56 UTC,-73.982365,40.727756,-73.98116999999998,40.759829,1
10.0,2013-02-18 18:17:00 UTC,-73.87083,40.773645,-73.955788,40.776395,1
40.83,2013-06-07 07:48:56 UTC,-73.86420799999998,40.769977,-73.974512,40.76237800000001,1
19.5,2013-07-06 06:45:00 UTC,-73.991895,40.716275,-73.958253,40.651227,2
15.5,2014-09-06 19:51:00 UTC,-74.00073499999998,40.71718,-73.957187,40.722522,1
19.0,2015-03-17 04:40:50 UTC,-73.96792602539062,40.75722885131836,-73.95247650146483,40.70954132080078,1
7.3,2010-04-24 02:32:52 UTC,-73.97896899999998,40.772242,-73.953363,40.767378,2
11.7,2012-08-23 08:50:00 UTC,-74.005438,40.723017,-73.979063,40.762188,1
4.5,2009-12-09 08:14:53 UTC,-73.98642,40.762029,-73.974746,40.757436,1
6.0,2013-10-29 21:26:00 UTC,-73.98483,40.748307,-73.97978499999998,40.738337,5
5.5,2013-04-27 11:17:32 UTC,-73.9811,40.764408,-73.98268399999998,40.771536,1
18.5,2009-10-29 22:51:13 UTC,-73.944696,40.813767,-73.968172,40.751493,1
3.7,2009-10-09 00:32:00 UTC,-73.990025,40.756827,-73.988302,40.762262,2
5.3,2009-08-11 01:40:00 UTC,-73.99550699999998,40.71712700000001,-73.989165,40.730537,1
9.5,2014-07-25 00:32:00 UTC,-74.01642,40.710307,-73.993815,40.72705,2
8.0,2013-02-07 11:55:00 UTC,-73.970587,40.758777,-73.979337,40.755132,1
4.9,2012-06-08 19:34:00 UTC,-73.99045699999998,40.740255,-74.003727,40.733532,3
7.3,2009-11-26 22:25:00 UTC,-73.982915,40.781948,-73.960862,40.806947,5
26.5,2013-09-09 00:53:45 UTC,-73.990965,40.75641,-73.93356800000002,40.673154,2
41.0,2014-12-18 22:29:41 UTC,-73.97788299999998,40.786745,-73.960088,40.656136,2
14.9,2009-06-07 11:17:35 UTC,-73.99103000000002,40.692475,-73.99755400000002,40.72446400000001,1
4.0,2013-05-28 13:51:23 UTC,-73.984082,40.728749,-73.97788,40.729456,1
14.5,2015-05-25 02:01:41 UTC,-73.9821014404297,40.727882385253906,-73.95398712158203,40.77864456176758,1
9.0,2013-04-24 11:00:00 UTC,-73.966688,40.763385,-73.972092,40.749392,1
44.5,2014-07-11 20:48:21 UTC,-73.776669,40.645243,-73.956326,40.726345,1
7.3,2012-01-25 08:06:51 UTC,-73.949179,40.777242,-73.955881,40.76404,1
14.5,2009-09-21 07:45:00 UTC,0.0,0.0,0.0,0.0,1
8.0,2015-05-24 19:34:47 UTC,-74.00363159179686,40.72538375854492,-74.00469970703125,40.74193954467773,1
4.5,2014-02-17 18:38:00 UTC,-73.975015,40.762672,-73.975015,40.762672,2
10.1,2010-10-23 00:11:00 UTC,-73.94836,40.776403,-73.977898,40.745692,2
11.3,2010-03-26 08:25:02 UTC,-73.946173,40.773335,-73.979218,40.764858,2
11.7,2011-10-14 07:41:00 UTC,-73.96779699999998,40.802892,-73.981088,40.760232,1
5.3,2010-07-12 06:56:00 UTC,-73.991775,40.749865,-73.978088,40.755585,5
6.5,2009-12-04 21:14:00 UTC,-73.98085999999998,40.72153,-73.989648,40.734475,5
41.83,2013-05-13 13:16:00 UTC,-73.873357,40.774145,-73.990167,40.748012,2
15.3,2012-07-01 11:49:04 UTC,-73.980125,40.782259,-74.00149499999998,40.724395,1
6.5,2009-06-21 23:41:00 UTC,-74.003843,40.737543,-73.994028,40.726877,1
10.9,2012-06-01 20:25:00 UTC,-73.974075,40.750698,-73.975432,40.782175,4
5.3,2011-05-16 07:44:00 UTC,-73.958898,40.764163,-73.963853,40.774047,1
5.3,2012-04-30 21:08:09 UTC,-73.993226,40.75741,-73.98673199999998,40.747679,3
9.5,2013-03-16 21:24:00 UTC,-73.997827,40.73617700000001,-73.971067,40.755285,1
9.0,2013-08-04 22:06:47 UTC,-73.94074599999998,40.808504,-73.967345,40.793237,1
8.5,2012-06-16 12:07:00 UTC,-73.98768199999998,40.765275,-73.977438,40.750242,1
6.1,2009-02-24 10:19:00 UTC,-73.971115,40.788698,-73.981512,40.783792,1
5.7,2009-06-01 18:42:04 UTC,-73.98877,40.748402,-73.97596999999998,40.765582,2
10.9,2009-10-12 22:05:00 UTC,-73.973173,40.763962,-73.983317,40.72219000000001,1
3.5,2013-02-03 16:16:23 UTC,-73.968663,40.759332,-73.96554499999998,40.763007,1
5.7,2009-03-22 15:42:50 UTC,-73.844382,40.721373,-73.850778,40.727221,2
9.3,2010-09-07 12:36:00 UTC,-73.975378,40.782187,-73.975727,40.765733,1
12.9,2010-09-10 01:37:15 UTC,-74.00320500000002,40.73356,-73.969955,40.645425,1
6.5,2009-07-28 10:58:00 UTC,-73.978307,40.76486,-73.978307,40.76486,2
61.8,2011-11-17 06:29:00 UTC,-74.002332,40.739988,-74.183213,40.68809,1
43.04,2015-06-15 20:49:38 UTC,-73.87283325195312,40.774238586425774,-74.00387573242188,40.740272521972656,1
5.7,2009-07-21 06:32:11 UTC,-73.972728,40.743498,-73.969978,40.756768,1
11.7,2011-09-04 23:02:00 UTC,-73.977002,40.746905,-73.95760200000002,40.744932,2
8.5,2012-05-11 09:42:00 UTC,-73.997047,40.742035,-74.003592,40.72658,4
7.0,2013-04-26 04:25:00 UTC,-73.982985,40.726725,-73.987375,40.729147,1
9.3,2010-10-20 21:11:00 UTC,-73.968775,40.754333,-73.99946700000002,40.725765,1
11.0,2013-05-09 20:55:00 UTC,-73.957702,40.760312,-73.981435,40.778547,1
3.7,2011-06-30 06:52:36 UTC,0.0,0.0,0.0,0.0,1
10.0,2014-05-07 11:44:53 UTC,-73.989195,40.748085,-73.97611500000002,40.756113,1
8.1,2009-09-25 13:53:56 UTC,-73.98993,40.734639,-73.994766,40.750028,1
10.1,2011-10-02 16:44:51 UTC,-73.9812,40.7677,-73.9744,40.7636,1
11.5,2013-10-15 03:11:51 UTC,-74.006395,40.743956,-73.980644,40.72158,1
6.5,2009-11-13 06:57:00 UTC,-73.942758,40.790248,-73.96092,40.7759,1
5.3,2009-07-18 10:38:46 UTC,-73.96324200000002,40.75827,-73.95735400000002,40.773212,1
32.0,2015-04-30 04:15:47 UTC,-74.00460815429686,40.74184036254883,-74.03782653808595,40.62276077270508,1
6.5,2012-12-07 13:27:22 UTC,-73.993572,40.728256,-74.002365,40.733728,1
9.5,2012-11-15 09:26:33 UTC,-73.956868,40.775903,-73.969335,40.763767,1
15.5,2015-02-05 15:55:27 UTC,-73.99237823486328,40.74875259399415,-74.01358795166014,40.71520233154297,1
35.5,2014-12-14 11:19:15 UTC,-73.864136,40.769892,-73.986467,40.768166,3
4.9,2012-01-23 12:05:00 UTC,-73.98620799999998,40.734687,-73.995535,40.729897,5
21.0,2015-02-17 21:27:35 UTC,-73.97221374511719,40.79431533813477,-73.9964141845703,40.72682571411133,1
5.7,2011-12-02 23:53:00 UTC,-73.94706,40.71157,-73.963737,40.710342,1
8.0,2014-12-26 23:28:00 UTC,-73.967952,40.755752,-73.981095,40.730717,2
10.1,2011-12-03 13:15:00 UTC,-73.92281,40.74358,-73.870305,40.733487,1
30.9,2011-02-07 14:44:46 UTC,-73.863033,40.769233,-74.003999,40.742081,1
6.5,2015-01-07 14:42:19 UTC,-73.9787368774414,40.75631713867188,-73.98097229003906,40.76367950439453,1
50.83,2015-03-15 15:01:32 UTC,-73.97811126708984,40.78866195678711,-73.80906677246094,40.73030853271485,2
11.0,2013-08-13 06:45:00 UTC,-73.973382,40.730527,-74.007137,40.709987,3
5.7,2011-07-13 21:08:00 UTC,-73.988715,40.736593,-74.002093,40.726275,1
32.0,2013-09-07 01:36:41 UTC,-73.98710600000003,40.718651,-73.955473,40.80454500000001,1
5.5,2015-04-26 01:21:11 UTC,-73.98168182373048,40.72843551635742,-73.97887420654298,40.73670959472656,2
17.0,2013-02-14 08:20:00 UTC,-73.971835,40.79207,-73.957062,40.765087,1
8.9,2010-07-27 14:41:20 UTC,-73.953321,40.779727,-73.961513,40.806107,1
40.5,2013-07-19 09:05:00 UTC,-73.99564000000002,40.767277,-73.959372,40.820307,1
34.83,2013-08-18 18:35:23 UTC,-73.98373199999997,40.760431,-73.861852,40.768473,2
16.5,2009-08-24 09:14:28 UTC,-73.98785,40.748337,-74.0162,40.704857,1
5.0,2014-03-10 11:40:00 UTC,-73.950845,40.774222,-73.954452,40.77931,5
5.5,2015-05-13 01:59:33 UTC,-73.97869110107422,40.76275253295898,-73.9654998779297,40.75857162475585,5
4.0,2013-03-02 18:38:58 UTC,-74.002571,40.728412,-73.998599,40.734897,2
4.5,2009-05-21 18:37:00 UTC,-73.991168,40.732902,-73.994137,40.72462700000001,1
12.1,2012-02-08 15:06:39 UTC,-73.974863,40.75222700000001,-74.008344,40.749024,1
8.1,2009-12-11 12:00:40 UTC,0.0,0.0,0.0,0.0,1
5.7,2010-09-01 00:00:00 UTC,-73.98913,40.758643,-73.995187,40.744977,2
6.5,2010-10-31 19:29:00 UTC,-73.990142,40.756183,-73.96795999999998,40.754648,1
10.1,2012-06-01 18:03:18 UTC,-73.872989,40.774203,-73.891072,40.746459,1
6.5,2014-03-11 06:20:00 UTC,-73.933885,40.80239,-73.96064799999998,40.765957,1
6.9,2011-06-22 22:06:31 UTC,-74.001408,40.731178,-73.982822,40.724191,1
2.5,2015-01-31 00:08:25 UTC,0.0,0.0,0.0,0.0,1
6.5,2014-05-11 06:27:00 UTC,-73.976917,40.747242,-73.978335,40.762997,1
4.5,2009-04-04 15:17:30 UTC,-73.955225,40.764863,-73.962313,40.758106,4
4.1,2011-12-30 20:29:00 UTC,-73.962458,40.760202,-73.95548199999998,40.768672,2
7.7,2009-09-17 17:09:18 UTC,-73.962198,40.763652,-73.981849,40.773981,1
8.9,2011-02-10 22:46:00 UTC,-73.958513,40.7131,-73.97185,40.692822,1
5.5,2013-07-04 09:24:01 UTC,-73.998813,40.761028,-73.993897,40.752255,1
8.9,2010-07-28 15:49:00 UTC,-73.970077,40.752895,-73.990472,40.751295,1
100.0,2014-06-09 02:17:00 UTC,0.0,0.0,-74.16439,40.71224,2
9.7,2009-01-12 07:20:00 UTC,-74.006078,40.74511500000001,-74.014227,40.713898,1
8.5,2010-02-21 02:00:00 UTC,-73.979822,40.746298,-73.985285,40.72363,1
3.7,2010-09-18 18:58:34 UTC,-73.968843,40.790912,-73.977227,40.786087,1
7.5,2013-11-22 19:49:58 UTC,-73.980999,40.744588,-73.99382299999998,40.753492,1
10.0,2014-09-07 02:46:05 UTC,-73.950405,40.714114,-73.988077,40.71859600000001,1
7.5,2015-06-02 17:31:32 UTC,-73.99409484863281,40.7409782409668,-73.98967742919923,40.72587585449219,2
5.0,2013-05-28 22:47:00 UTC,-73.995992,40.743467,-73.982612,40.737935,1
3.7,2010-04-14 07:31:00 UTC,-73.96608499999998,40.76217000000001,-73.960892,40.76314,1
6.9,2011-09-02 07:41:45 UTC,-73.990044,40.756004,-73.97310999999998,40.753297,1
4.0,2014-09-08 13:07:00 UTC,-74.01504200000002,40.715487,-74.009985,40.714917,6
3.7,2011-05-12 21:59:00 UTC,-73.987732,40.740982,-73.983112,40.749055,4
11.7,2012-08-24 19:52:00 UTC,-73.9655,40.759163,-74.00408,40.72982800000001,2
10.5,2014-01-29 00:51:00 UTC,-73.976105,40.728592,-73.961842,40.759575,2
10.9,2012-04-10 16:25:23 UTC,-73.978432,40.761726,-73.98896500000002,40.736668,1
3.0,2014-06-07 16:12:33 UTC,-73.978453,40.752042,-73.97399399999998,40.750391,1
10.5,2012-05-11 10:01:40 UTC,-74.015658,40.710888,-73.995734,40.736764,2
57.33,2014-10-20 20:37:32 UTC,-73.783185,40.64856,-73.97381700000003,40.750263,1
9.7,2009-06-06 12:11:00 UTC,-73.995052,40.72515300000001,-73.97299699999998,40.760713,2
14.0,2014-07-26 14:47:47 UTC,-73.989535,40.757791,-73.968177,40.797198,1
4.1,2009-08-18 18:11:07 UTC,-73.988849,40.748248,-73.992215,40.742668,2
9.3,2011-09-09 01:06:00 UTC,-74.00522,40.739937,-73.977905,40.746042,2
6.0,2014-06-24 10:36:27 UTC,-73.960482,40.772758,-73.968428,40.763247,1
8.0,2012-09-28 12:02:00 UTC,-73.95451800000002,40.780932,-73.96689,40.76415,6
7.7,2009-02-12 14:46:03 UTC,-73.988506,40.76921,-73.98816500000002,40.756222,4
7.0,2014-01-04 17:28:00 UTC,-74.00109300000003,40.727613,-73.993997,40.745883,1
6.5,2010-10-06 13:47:00 UTC,-74.003927,40.738385,-73.99342,40.729503,3
3.3,2011-08-18 07:32:00 UTC,-73.966277,40.761795,-73.961708,40.764327,1
9.7,2011-12-09 21:47:00 UTC,-73.99434699999998,40.750257,-73.97063299999998,40.767577,1
29.05,2009-03-12 04:29:00 UTC,-73.98060799999998,40.782575,-73.861665,40.768313,2
4.5,2010-01-24 18:59:00 UTC,-74.003662,40.740162,-74.003662,40.740162,1
9.5,2015-06-08 23:40:02 UTC,-73.98477172851562,40.769493103027344,-73.98455810546875,40.74592590332031,5
3.0,2014-07-20 19:17:00 UTC,-73.789233,40.647185,-73.789457,40.647182,1
25.5,2013-07-17 17:13:00 UTC,-73.960702,40.78099,-74.001335,40.733507,6
25.5,2012-10-24 11:19:15 UTC,-73.956474,40.784057,-74.006395,40.706301,2
7.5,2014-02-05 18:40:48 UTC,-73.97465,40.755498,-73.963662,40.762047,1
14.5,2009-02-20 12:46:24 UTC,-73.97291,40.764149,-73.966482,40.80422100000001,1
6.1,2010-10-15 17:51:38 UTC,-73.996586,40.760162,-73.979662,40.759546,1
23.87,2010-02-24 20:50:00 UTC,-73.915643,40.871425,-73.915358,40.870732,2
5.3,2012-06-17 09:58:11 UTC,-73.994063,40.756387,-74.00506,40.737508,1
7.3,2012-04-30 16:59:00 UTC,-73.975737,40.76565,-73.99018199999998,40.740707,1
17.0,2012-11-03 17:39:00 UTC,-73.94121,40.813842,-73.988672,40.764032,3
4.1,2012-03-29 12:03:41 UTC,-73.972925,40.79310200000001,-73.974953,40.787682,1
5.0,2014-01-13 20:53:00 UTC,-73.956007,40.778912,-73.948488,40.774222,1
5.3,2010-07-06 08:02:20 UTC,-73.96915899999998,40.764112,-73.980427,40.764767,2
14.9,2010-05-20 16:14:00 UTC,-74.015805,40.718032,-74.015805,40.718032,5
31.33,2014-12-30 11:25:00 UTC,-73.87069,40.77366,-73.97055,40.75076,6
5.7,2012-07-21 17:43:00 UTC,-73.98161999999998,40.72277,-73.995593,40.726463,5
8.5,2010-04-01 15:47:00 UTC,-73.98853000000003,40.745482,-74.00181500000002,40.755855,1
3.0,2014-08-27 09:00:00 UTC,-73.97887,40.772655,-73.980345,40.770222,1
10.9,2010-12-05 00:03:00 UTC,-73.974692,40.757402,-73.97121700000002,40.795483,5
57.33,2014-09-07 17:49:53 UTC,-73.789253,40.642028,-73.977447,40.750941,1
7.7,2011-04-07 11:30:30 UTC,-73.975561,40.74555,-73.969627,40.759299,2
15.7,2011-07-19 14:33:51 UTC,-73.983434,40.744033,-74.007839,40.7057,1
8.0,2013-07-03 18:06:07 UTC,-73.966318,40.753928,-73.978825,40.76125800000001,2
6.5,2009-07-30 19:54:30 UTC,-73.99782900000002,40.724153,-74.012064,40.716874,1
5.5,2012-10-01 20:57:12 UTC,-73.987718,40.748585,-73.97760500000003,40.760448,1
16.5,2014-01-04 14:30:46 UTC,-74.011516,40.704193,-73.992972,40.748649,2
13.5,2014-08-01 17:58:49 UTC,-73.998631,40.73841,-73.99671,40.737821,1
11.0,2014-04-22 17:49:39 UTC,-73.978306,40.761967,-73.979213,40.746074,1
5.0,2014-02-15 17:52:22 UTC,-73.984881,40.736242,-73.98185500000002,40.728334,3
29.7,2011-11-08 14:27:00 UTC,-73.862613,40.769012,-73.986013,40.753432,5
5.0,2015-03-14 19:44:54 UTC,-73.98542022705078,40.76371383666992,-73.98284912109375,40.77171325683594,2
4.9,2009-08-30 20:04:09 UTC,-73.987388,40.737875,-73.97855200000002,40.749964,1
10.0,2012-09-15 18:33:00 UTC,-73.957883,40.765545,-73.980547,40.74434,1
10.5,2014-02-14 20:44:00 UTC,-73.981665,40.760392,-73.9521,40.77475,1
19.5,2015-03-26 18:12:29 UTC,-73.9941635131836,40.75104522705078,-73.9576416015625,40.76176452636719,1
8.5,2014-06-29 14:48:00 UTC,-73.976125,40.77614000000001,-73.96251,40.767057,1
3.3,2011-03-10 15:13:00 UTC,-73.98761,40.722468,-73.98158199999997,40.720725,2
6.9,2009-04-13 07:16:15 UTC,-73.95886899999998,40.767994,-73.975072,40.755509,1
7.0,2014-04-04 18:05:00 UTC,-73.98575,40.758145,-73.976972,40.76031,4
6.5,2015-02-26 20:19:08 UTC,-73.95526885986328,40.7700309753418,-73.97119903564453,40.7547607421875,5
6.5,2010-07-20 11:16:25 UTC,-73.945738,40.778004,-73.952401,40.789492,1
57.33,2013-07-11 07:22:00 UTC,-73.988295,40.748512,-73.781937,40.644397,1
6.9,2011-03-08 19:09:00 UTC,-73.97146,40.759523,-73.963707,40.76609000000001,2
16.0,2014-02-04 09:20:07 UTC,-73.97206,40.746485,-73.993886,40.745027,2
6.5,2009-09-12 02:57:00 UTC,-73.978048,40.734248,-73.987477,40.722758,2
4.9,2011-03-24 20:07:00 UTC,-73.986263,40.76706,-73.993252,40.757593,5
57.33,2015-01-07 05:01:23 UTC,-73.98731231689453,40.7332763671875,-73.79004669189453,40.64686584472656,6
9.7,2010-05-22 20:51:00 UTC,-73.98907700000002,40.721358,-74.002012,40.738113,5
8.5,2011-05-13 15:40:25 UTC,-73.788689,40.64142,-73.782802,40.648926,3
20.9,2012-06-28 18:20:00 UTC,-73.99358199999998,40.741547,-73.9797,40.760995,1
13.5,2014-11-23 15:45:00 UTC,-73.965337,40.763472,-73.970515,40.798332,1
7.5,2014-05-03 10:03:00 UTC,-73.989867,40.741605,-73.999452,40.72663,1
14.5,2013-11-09 22:12:00 UTC,-74.00873,40.719297,-73.97684,40.752137,2
8.5,2011-10-01 20:46:21 UTC,-73.991927,40.726493,-73.987004,40.714996,1
8.1,2012-03-06 23:27:01 UTC,-73.974461,40.760083,-73.99386700000002,40.755611,1
30.5,2011-05-19 22:06:00 UTC,-73.87099,40.773688,-73.98450799999998,40.662412,1
16.5,2014-07-15 10:27:34 UTC,-73.979052,40.736347,-73.984024,40.754921,1
6.5,2011-02-13 23:14:19 UTC,-73.981139,40.764381,-73.97816999999998,40.783355,1
8.5,2011-04-29 18:31:00 UTC,-73.98249200000002,40.751477,-73.98501,40.768553,2
4.5,2009-02-13 04:00:00 UTC,-73.993042,40.729822,-73.999725,40.71931,1
6.1,2011-06-09 10:51:18 UTC,-73.999606,40.7335,-73.99862900000002,40.723482,1
4.5,2012-07-25 14:26:07 UTC,-73.95501999999998,40.773232,-73.957373,40.768365,1
10.0,2012-10-13 21:10:00 UTC,-73.983795,40.746065,-73.967445,40.77226,1
5.3,2010-01-01 19:03:09 UTC,-73.978296,40.741631,-73.98421,40.72564000000001,1
17.3,2009-09-03 15:08:00 UTC,-73.981738,40.736698,-73.974988,40.675285,1
13.0,2013-01-17 23:36:54 UTC,-73.961688,40.770957,-74.000069,40.742808,1
10.9,2011-11-24 20:20:00 UTC,-73.99194,40.726235,-73.982495,40.766405,6
23.0,2013-11-18 18:19:00 UTC,-73.99515,40.746282,-73.99592700000002,40.696962,1
4.9,2009-08-10 18:56:46 UTC,-73.982231,40.765354,-73.982515,40.771439,3
30.27,2010-02-11 21:09:00 UTC,-73.87352299999998,40.773952,-73.988463,40.758295,1
15.3,2012-01-30 22:40:00 UTC,-73.98550999999998,40.76808,-73.994505,40.694382,1
49.57,2009-08-08 07:07:47 UTC,-73.77668800000002,40.645258,-73.98200200000002,40.740626,1
3.7,2009-10-26 17:20:26 UTC,-73.947683,40.783526,-73.94967199999998,40.776913,1
17.0,2013-04-30 07:10:00 UTC,-73.99883299999998,40.740107,-73.957505,40.785542,2
12.5,2013-11-22 00:02:12 UTC,-73.978581,40.761431,-73.961907,40.80219500000001,1
10.1,2009-09-03 16:00:54 UTC,-73.993999,40.720123,-73.972326,40.753755,1
4.5,2011-01-28 21:33:51 UTC,-74.005262,40.728568,-74.010577,40.717574,1
6.9,2011-03-30 19:37:11 UTC,-73.959814,40.762705,-73.952688,40.783267,1
16.5,2010-05-01 19:23:48 UTC,-73.946077,40.76606500000001,-73.982365,40.772732,1
5.3,2011-11-17 06:28:03 UTC,-73.9912,40.7496,-73.9783,40.7547,1
8.0,2013-04-13 18:45:04 UTC,-73.975577,40.760085,-73.983812,40.74860200000001,1
24.1,2012-08-03 22:43:00 UTC,-73.98487800000002,40.696507,-73.983532,40.694107,1
9.3,2011-02-19 21:57:00 UTC,-73.981243,40.741447,-73.988945,40.765913,1
8.5,2010-08-24 09:06:07 UTC,-73.99900600000002,40.727961,-73.978022,40.751338,1
